Area,Location,Property Type,Number of structures,Swimming Pool,Boundary,Age Category,Land Rate,Market Value,Number of rooms,Proximity to schools(km),Proximity to healthcare(km),Proximity to malls(km),Proximity to highway(km),Latitude,Longitude
435.28,medium density,single_storey,1,No,fenced,new,35.71428571,27127.72143,2,1.016798235,1.809670694,4.540102711,0.118630546,-17.752762235239377,31.117051675424072
425.07,medium density,single_storey,3,No,walled,new,28.57142857,26730.72143,4,0.99346398,1.903522809,4.638281502,0.194055199,-17.780298509805046,31.046234050105046
412.02,medium density,single_storey,2,No,walled,new,35.71428571,21753.77857,4,0.976469721,1.895818128,4.611070346,0.190324256,-17.793541547245052,30.961477444221902
437.93,medium density,single_storey,2,No,fenced,new,35.71428571,26813.84286,5,0.9652828,1.88556212,4.585669835,0.186807493,-17.8402390781865,30.97320895286892
405.06,medium density,single_storey,1,No,walled,established,35.71428571,25438.45714,4,0.9516865,1.872429875,4.552385829,0.18747788,-17.838088579308188,31.073086637804614
417.65,medium density,single_storey,4,No,walled,established,57.14285714,34793.81429,4,1.090379982,1.800692644,4.609060678,0.094116435,-17.815735991638448,31.095434477772738
413.6,medium density,single_storey,2,No,walled,established,35.71428571,25685.26429,3,1.065976032,1.780259139,4.555771724,0.074507727,-17.799574010481063,31.117882108874433
594.86,medium density,single_storey,1,No,walled,old,64.28571429,49045.55,4,1.509502722,1.149139567,3.704364203,0.073069405,-17.837564150167665,31.08341299591208
627.91,medium density,single_storey,1,No,walled,old,64.28571429,51045.07857,3,1.782270896,0.873489342,3.654566987,0.346450031,-17.799028217595616,31.135407987988838
405.01,medium density,single_storey,1,No,fenced,relatively new,35.71428571,25037.09286,4,1.774340804,0.883811323,3.635142747,0.344412405,-17.776234904417358,31.006732763344566
1116.91,medium density,single_storey,1,No,walled,relatively new,64.28571429,82166.38571,4,1.765755293,0.895296357,3.617815162,0.34254393,-17.78765040085106,30.96253420622634
413.23,medium density,single_storey,2,No,fenced,relatively new,35.71428571,25063.05,4,1.764910914,0.899735071,3.598665492,0.222196967,-17.773542481149505,31.046330125337118
443.09,medium density,single_storey,1,No,walled,relatively new,57.14285714,35496.45714,3,1.516240963,1.14018613,3.72084801,0.061555322,-17.79764782529673,31.122849601046227
408.22,medium density,single_storey,2,No,fenced,new,35.71428571,24540.25714,4,1.535641008,1.122572578,3.699467324,0.047183122,-17.773474381923624,31.120715554524423
408.26,medium density,single_storey,2,No,walled,new,35.71428571,24541.51429,4,1.556449913,1.103197424,3.682849308,0.038091664,-17.75095400787345,31.06035575302309
409.48,medium density,single_storey,1,No,walled,new,57.14285714,33269.67143,4,1.127364071,1.717924135,4.539559732,0.007916447,-17.82289622377411,31.057844179916138
405.08,medium density,single_storey,2,No,fenced,new,35.71428571,24327.57143,4,1.076784001,1.788795471,4.57923056,0.078828443,-17.769726590374628,31.146186578387105
423.1,medium density,single_storey,1,No,walled,new,35.71428571,24885.62857,5,0.991073025,1.819068783,4.522873216,0.142193001,-17.80476289237656,31.087701415603192
428.68,medium density,single_storey,2,No,walled,new,28.57142857,22018.39286,4,0.981578989,1.811409009,4.499592006,0.152032832,-17.839967723337054,31.110179737856303
414.62,medium density,single_storey,1,No,fenced,new,35.71428571,24561.64286,4,0.952949495,1.840527194,4.507465778,0.180002491,-17.765870004311196,31.098144964647954
430.44,medium density,single_storey,2,No,walled,old,57.14285714,34286.17857,4,0.962603965,1.84902453,4.53197511,0.17198209,-17.781061768213004,31.047950739149787
399.63,medium density,single_storey,1,No,walled,new,57.14285714,32464.99286,5,1.066135585,1.742647149,4.502290499,0.070705689,-17.766011921313005,31.03614045653974
401.55,medium density,single_storey,1,No,walled,old,35.71428571,23846.45,3,1.056198759,1.735803987,4.47927427,0.089332964,-17.84544090357932,31.12444113955286
405.0,medium density,single_storey,3,No,walled,established,35.71428571,23960.69286,3,1.032499015,1.745243875,4.462760501,0.116999041,-17.831467606718864,31.03484379846241
413.29,medium density,single_storey,3,No,fenced,new,35.71428571,24189.55,4,1.007621551,1.720959599,4.382990408,0.189109726,-17.78484397349881,31.08774307714619
413.1,medium density,single_storey,2,No,fenced,established,57.14285714,32881.45714,6,1.015784753,1.728601907,4.410319132,0.163075528,-17.8417552708258,31.074598539300624
406.95,medium density,single_storey,2,No,fenced,established,35.71428571,35430.82143,4,1.090336489,1.669605602,4.418032744,0.120682285,-17.821969300917548,30.961975746621786
408.23,medium density,single_storey,1,No,fenced,established,35.71428571,23846.56429,2,1.082780987,1.660816366,4.390979421,0.148480819,-17.800567716862474,31.071632542072706
406.21,medium density,single_storey,3,No,fenced,established,35.71428571,23687.99286,4,1.124075779,1.634579592,4.406922853,0.128109846,-17.829887720981954,30.978891426318402
413.1,medium density,single_storey,1,No,walled,established,57.14285714,32749.05,3,1.19473205,1.568852994,4.396888292,0.158185352,-17.82773976829138,30.961430469709946
1117.91,medium density,single_storey,1,No,walled,old,64.28571429,80950.74286,4,1.186616067,1.559637667,4.36819839,0.180831371,-17.804161071450647,30.965337887773643
415.22,medium density,single_storey,1,No,walled,old,35.71428571,23868.63571,4,1.026336995,1.743399017,4.451284128,0.128277721,-17.799488514661714,31.060536243103705
412.83,medium density,single_storey,1,No,walled,old,35.71428571,23756.02857,3,1.80518311,1.060306804,4.156131073,0.210177809,-17.786479501393437,30.978418380487614
406.92,medium density,single_storey,1,No,walled,relatively new,35.71428571,23518.85,2,1.837251299,1.090893927,4.179724044,0.175890331,-17.790471108706807,31.127686177002833
420.95,medium density,single_storey,2,No,walled,old,35.71428571,23790.94286,4,1.831531372,1.076501615,4.180781564,0.186509217,-17.814807846535174,30.960252384339217
425.49,medium density,single_storey,2,No,fenced,relatively new,35.71428571,23819.45714,3,1.848053659,1.072028333,4.204977749,0.1821781,-17.83922211580116,31.065476252562906
435.4,medium density,single_storey,2,No,walled,relatively new,35.71428571,24065.59286,2,1.784335529,1.033481058,4.144866142,0.235964302,-17.82870486807865,31.107328185894936
408.25,medium density,single_storey,1,No,fenced,new,35.71428571,22992.42143,3,1.77862904,1.01620254,4.147394128,0.24868667,-17.79467304989529,31.12070709475159
410.44,medium density,single_storey,1,No,walled,established,35.71428571,23062.33571,4,1.775282886,1.033423063,4.133357499,0.241540262,-17.826632904836988,31.045360698053962
405.01,medium density,single_storey,1,No,fenced,old,35.71428571,22766.57857,4,1.741513434,1.037720776,4.088160281,0.265530286,-17.817403870396895,31.0258603190626
461.6,medium density,single_storey,1,No,fenced,old,28.57142857,21493.27143,4,1.800185969,0.986227965,4.191562193,0.264543806,-17.76792522699082,30.98675229822172
413.09,medium density,single_storey,2,No,fenced,old,35.71428571,23053.07143,4,1.830078457,1.013919875,4.214775382,0.235944223,-17.78389920529323,31.079818732958923
402.76,medium density,single_storey,1,No,fenced,relatively new,28.57142857,19804.89286,3,1.873223702,1.032254722,4.260876845,0.221331676,-17.816571668585375,31.00924140842031
419.36,medium density,single_storey,1,No,walled,relatively new,35.71428571,23243.59286,3,0.902961128,1.89072788,4.520106585,0.230772731,-17.792804950457715,30.990497323345167
402.36,medium density,single_storey,2,No,walled,old,35.71428571,22593.27143,4,0.959630783,1.703516844,4.237925174,0.293754814,-17.771003390195325,31.049315303257654
420.09,medium density,single_storey,2,No,walled,old,35.71428571,23158.37857,5,1.552411257,0.742506117,2.871299175,1.29524963,-17.789734679493545,31.039727127039676
412.8,medium density,single_storey,2,No,fenced,old,35.71428571,22866.93571,5,1.527573426,0.745859164,2.858371781,1.331588676,-17.765340609778306,31.137154147746312
401.79,medium density,single_storey,3,No,walled,old,35.71428571,22316.57143,4,1.512291634,0.747323854,2.851618754,0.10221724,-17.776343184027265,31.08090069494891
420.09,medium density,single_storey,1,No,fenced,old,35.71428571,22943.55,4,1.483320565,0.759141383,2.834254121,0.656601314,-17.84343990552678,31.06238583798029
417.63,medium density,single_storey,1,No,fenced,old,57.14285714,28810.34286,3,1.445665579,0.774161982,2.815530713,0.614061239,-17.7632095470708,31.116747611696216
408.17,medium density,single_storey,1,No,fenced,old,35.71428571,22474.08571,5,1.424256346,0.786789758,2.803385554,0.595743478,-17.835215737077306,30.956236640464056
595.18,medium density,single_storey,1,No,walled,relatively new,64.28571429,46124.90714,5,1.404317731,0.799549503,2.792639983,0.578089199,-17.828825884467122,31.016963642318693
409.86,medium density,single_storey,2,No,fenced,relatively new,35.71428571,22444.02857,4,1.38565129,0.81239751,2.783486788,0.559967779,-17.821916625488555,31.069747899837502
404.93,medium density,single_storey,1,No,walled,old,35.71428571,22202.25714,4,1.377298896,0.819090014,2.778554985,0.554741893,-17.75951438910263,31.09875705471151
400.0,medium density,single_storey,1,No,walled,established,35.71428571,21973.51429,4,1.364153173,0.829353733,2.772814255,0.541091027,-17.773651327730978,30.95392989848518
405.0,medium density,single_storey,1,No,fenced,established,35.71428571,22100.67143,3,1.351676455,0.840009879,2.767875895,0.527412908,-17.844184953130707,30.9689623927446
417.65,medium density,single_storey,1,No,walled,established,57.14285714,31478.69286,4,1.342639959,0.848540042,2.769330129,0.503697909,-17.765017378018854,31.120012917645738
412.77,medium density,single_storey,2,No,walled,relatively new,35.71428571,22338.88571,4,1.331678196,0.860264794,2.76393932,0.496354396,-17.788487992199208,30.99685481529364
417.63,medium density,single_storey,1,No,walled,relatively new,57.14285714,31428.30714,3,1.335422032,0.857244227,2.770292241,0.486169302,-17.83703130567781,31.013303180148455
438.21,medium density,single_storey,1,No,walled,relatively new,57.14285714,32601.38571,4,1.334303765,0.85935333,2.772090477,0.478984501,-17.822206570769527,31.108209128666118
401.98,medium density,single_storey,1,No,fenced,relatively new,35.71428571,21905.47143,3,1.382557301,0.809172019,2.811642162,0.467518462,-17.843424612393147,31.100686861807088
410.94,medium density,single_storey,1,No,fenced,relatively new,35.71428571,22172.68571,4,1.409603357,0.781885218,2.836228264,0.456374631,-17.751027523600413,30.960467761753126
453.55,medium density,single_storey,2,No,walled,relatively new,35.71428571,23675.2,2,1.425499534,0.765881798,2.841214958,0.48114859,-17.836813402095075,31.058715959543566
420.1,medium density,single_storey,1,No,fenced,relatively new,35.71428571,22473.02857,4,1.441236201,0.752567268,2.846928713,0.504544076,-17.776855321078763,31.07033894794495
606.0,medium density,single_storey,1,No,walled,relatively new,57.14285714,42085.35,4,1.462402267,0.734320969,2.861098626,0.516519498,-17.834920517582894,30.992904510836567
415.24,medium density,single_storey,1,No,walled,relatively new,35.71428571,22251.15,4,1.478858022,0.723761902,2.867905846,0.540478146,-17.777392185840018,31.056786064758473
417.6,medium density,single_storey,1,No,walled,relatively new,57.14285714,31272.5,4,1.497096633,0.712836913,2.877068492,0.562577787,-17.793193229308173,30.995255690787612
420.94,medium density,single_storey,4,No,fenced,old,35.71428571,22432.46429,3,1.517202325,0.702570598,2.887348221,0.047120564,-17.75350277593979,30.95929514164373
423.58,medium density,single_storey,3,No,walled,old,57.14285714,31586.52857,4,1.538446731,0.691236516,2.90029503,0.029289796,-17.821836080166364,31.143608061389084
413.15,medium density,single_storey,2,No,fenced,old,35.71428571,22112.35,3,1.557952067,0.685604599,2.909698774,0.04414179,-17.774263612455947,31.059259827898877
402.85,medium density,single_storey,1,No,fenced,old,28.57142857,18773.97143,5,1.583429972,0.67546284,2.92561078,0.072130723,-17.788193959792217,30.995121834492736
410.94,medium density,single_storey,1,No,fenced,old,35.71428571,21927.69286,4,1.602237466,0.673712237,2.934739491,0.103210097,-17.79500104785227,31.029248760144643
417.19,medium density,single_storey,1,No,walled,relatively new,57.14285714,31042.77143,2,1.625034612,0.66761374,2.949234273,0.132144962,-17.84540187074136,31.13947644454957
594.93,medium density,single_storey,2,No,walled,relatively new,64.28571429,45444.31429,3,1.648619355,0.66869936,2.961297636,1.211950273,-17.81552943230906,30.994056467430266
409.57,medium density,single_storey,1,No,fenced,relatively new,57.14285714,30560.07857,4,1.696032401,0.6053155,3.020036314,0.171049076,-17.79102560945303,30.96076039449029
418.79,medium density,single_storey,1,No,fenced,new,28.57142857,19056.46429,2,1.67303008,0.60590241,3.007328988,0.135929216,-17.810093583206253,31.13891046614901
408.23,medium density,single_storey,1,No,fenced,new,35.71428571,21659.35,5,1.654511121,0.607272177,2.997616996,0.106976225,-17.79980451327626,31.00093380986199
412.83,medium density,single_storey,1,No,fenced,new,57.14285714,30628.97143,4,1.632763312,0.611339294,2.986089511,0.27796874,-17.8247983337496,31.11015106458624
405.02,medium density,single_storey,3,No,fenced,established,57.14285714,30142.70714,2,1.613784683,0.617787659,2.975374947,0.096712561,-17.7506795738244,30.991497623424358
412.73,medium density,single_storey,1,No,fenced,established,57.14285714,30582.37857,4,1.590454987,0.629186079,2.961188463,0.104417691,-17.780095362705108,31.118006088691878
402.34,medium density,single_storey,1,No,walled,old,35.71428571,21339.65714,4,1.569349143,0.640222586,2.949479973,0.120487045,-17.774262987164544,31.084182132097638
408.23,medium density,single_storey,1,No,fenced,old,35.71428571,21536.95,2,1.552152193,0.650253619,2.940658945,0.515865256,-17.771966692295,31.024013313084403
409.81,medium density,single_storey,1,No,fenced,old,35.71428571,21587.62857,4,1.534365348,0.662531945,2.931364583,0.492213094,-17.827145429192427,30.966109587009317
602.22,medium density,single_storey,1,No,walled,established,28.57142857,21992.61429,4,1.516262682,0.676577495,2.92279027,0.465768807,-17.814935939180074,30.988936936944082
417.59,medium density,single_storey,2,No,walled,established,57.14285714,30774.12143,3,1.49349822,0.69792288,2.90674502,0.452428982,-17.83887145749185,31.00775604789031
402.38,medium density,single_storey,1,No,walled,established,35.71428571,21274.42857,4,1.488224512,0.702881396,2.904802976,0.443381286,-17.76704763440394,31.1177215978553
405.96,medium density,single_storey,2,No,fenced,established,35.71428571,21392.65,3,1.476439159,0.714774033,2.89833877,0.431028111,-17.801399613393787,31.037989827816176
417.63,medium density,single_storey,1,No,fenced,established,57.14285714,30750.41429,6,1.507072413,0.686977267,2.938079389,0.381429767,-17.82151711230549,31.122571225134575
435.44,medium density,single_storey,1,No,fenced,established,35.71428571,22410.38571,4,1.480022752,0.716004248,2.915970155,0.379282905,-17.762276781569952,31.088789181417606
416.26,medium density,single_storey,1,No,fenced,old,57.14285714,30640.59286,4,1.386497596,0.817882948,2.837613423,0.398817524,-17.78159022351102,31.109666260842342
415.22,medium density,single_storey,1,No,walled,old,35.71428571,21640.17143,3,1.333795338,0.877467279,2.793887716,0.421405694,-17.762723426527813,30.998931479354518
420.84,medium density,single_storey,2,No,walled,old,35.71428571,21810.35,4,1.358438907,0.873997234,2.83038876,0.372255652,-17.7585316059452,31.056065112563083
412.83,medium density,single_storey,2,No,walled,old,35.71428571,21511.44286,4,1.381421805,0.845234519,2.84899058,0.359883043,-17.83077167767214,30.966406555450416
413.58,medium density,single_storey,3,No,walled,old,35.71428571,21533.55714,6,1.412602636,0.809030931,2.875483256,0.343285438,-17.844201890383783,31.029771138110085
413.51,medium density,single_storey,1,No,fenced,old,35.71428571,21524.15714,4,1.439154314,0.777834181,2.897590497,0.333219271,-17.76754501221192,30.96394062362889
424.11,medium density,single_storey,1,No,walled,old,35.71428571,21901.44286,3,1.468057416,0.743867384,2.921322712,0.326768599,-17.846437049393703,31.00877201188797
417.62,medium density,single_storey,1,No,fenced,established,57.14285714,30608.88571,4,1.494377033,0.713553282,2.943058312,0.323800691,-17.8193383157985,31.082573769761296
417.64,medium density,single_storey,1,No,fenced,established,57.14285714,30594.57857,6,1.554268561,0.637517133,2.976796407,0.391039202,-17.8412790646867,31.105874419932555
417.61,medium density,single_storey,1,No,walled,established,57.14285714,30566.11429,5,1.573668801,0.617439873,2.987423875,0.417616465,-17.79886389428035,31.018260577155978
420.92,medium density,single_storey,1,No,walled,established,35.71428571,21714.30714,2,1.589149278,0.603558227,2.994270619,0.445668985,-17.8000554075961,31.103015668190817
415.17,medium density,single_storey,2,No,fenced,relatively new,35.71428571,21446.04286,5,1.6077624,0.588093516,3.005354899,0.469207221,-17.836414688567455,31.131759444360664
400.04,medium density,single_storey,1,No,walled,relatively new,35.71428571,20871.25,3,1.626414457,0.575804262,3.014513341,0.50041244,-17.79542379905033,31.101814155578197
423.82,medium density,single_storey,1,No,fenced,relatively new,35.71428571,21720.36429,4,1.643474445,0.565165452,3.024501161,0.52338579,-17.79612370410381,31.065845774606572
415.24,medium density,single_storey,2,No,walled,relatively new,35.71428571,33270.20714,2,1.665653648,0.554027541,3.037096476,0.554987227,-17.803003759644916,31.08364397200927
408.22,medium density,single_storey,1,No,fenced,relatively new,35.71428571,21145.01429,5,1.683154666,0.547562693,3.046741026,0.120251765,-17.765285214965054,31.09385768561851
410.36,medium density,single_storey,1,No,fenced,relatively new,57.14285714,29976.3,2,1.70912538,0.537685208,3.063149621,0.146249227,-17.81693318979124,31.081323787571627
445.43,medium density,single_storey,1,No,walled,relatively new,57.14285714,31974.27857,3,1.728105713,0.535483585,3.073413579,1.216652121,-17.84964694894912,31.01784411068427
600.26,medium density,single_storey,1,No,walled,relatively new,64.28571429,45101.31429,6,1.745940464,0.538950748,3.08126714,1.183650153,-17.801171778078523,30.996562689055946
401.77,medium density,single_storey,1,No,walled,relatively new,35.71428571,20856.75714,4,1.741991793,0.603101889,3.04902191,0.0873908,-17.794617024686367,30.996466357508847
450.24,medium density,single_storey,1,No,fenced,old,57.14285714,32197.23571,4,1.763750858,0.605792251,3.062248217,0.058829568,-17.83152657259327,31.00315488704286
400.11,medium density,single_storey,1,No,walled,old,35.71428571,20745.30714,3,1.811704368,0.614234807,3.092747223,0.027420535,-17.790445465432725,31.05582479433286
411.98,medium density,single_storey,2,No,fenced,old,35.71428571,21152.3,3,1.897686037,0.587108847,3.169292047,0.087351509,-17.76076553439129,31.07496413664947
417.23,medium density,single_storey,1,No,fenced,old,57.14285714,30275.17143,4,1.978074389,0.526433656,3.256848287,0.10712659,-17.811223470631884,31.136927709517995
405.0,medium density,single_storey,1,No,fenced,old,35.71428571,20894.19286,3,1.932010103,0.497396399,3.228664355,0.980799426,-17.761607273131826,31.13808964231201
424.77,medium density,single_storey,3,No,fenced,old,28.57142857,30667.72857,3,1.845462608,0.466034784,3.17597788,0.079279046,-17.791862198550422,31.116409538359186
412.02,medium density,single_storey,1,No,walled,old,28.57142857,18169.32857,5,1.801497838,0.467814106,3.147638832,1.173196498,-17.77275328094962,31.106993198375758
420.92,medium density,single_storey,1,No,walled,old,35.71428571,21428.66429,4,1.777064791,0.472885372,3.131876944,0.131625116,-17.76694287511584,31.01109659250659
410.4,medium density,single_storey,1,No,walled,old,57.14285714,29806.9,4,1.757516005,0.476848567,3.120590022,0.146208816,-17.79099047838456,30.982829034630214
402.04,medium density,single_storey,2,No,fenced,old,35.71428571,20708.19286,4,1.741063514,0.47890099,3.11333165,0.163746251,-17.84173396861629,31.136283444313932
401.77,medium density,single_storey,2,No,fenced,old,35.71428571,20698.40714,3,1.721397579,0.488545666,3.101430175,0.188195807,-17.81942636963899,30.95212417020115
408.52,medium density,single_storey,1,No,fenced,old,35.71428571,20937.72143,5,1.699972547,0.500986477,3.089100616,0.218533963,-17.79651690155568,31.0649081898071
492.26,medium density,single_storey,2,No,fenced,old,57.14285714,34443.01429,5,1.68455761,0.510568265,3.082220757,0.458856042,-17.843557172523937,31.105425167974634
419.22,medium density,single_storey,1,No,walled,old,35.71428571,30257.07143,2,1.663441384,0.528795432,3.068299478,0.432626543,-17.773849229087997,31.073213690429167
411.95,medium density,single_storey,2,No,fenced,old,35.71428571,20987.37857,2,1.647014809,0.544070975,3.058950864,0.406741623,-17.759282626628586,31.000631622393264
396.66,medium density,single_storey,1,No,walled,established,57.14285714,28930.83571,2,1.629378484,0.562506997,3.049479697,0.376922302,-17.756740989894105,31.079367575134377
401.49,medium density,single_storey,1,No,fenced,established,57.14285714,29195.26429,4,1.611672253,0.582275356,3.037987516,0.355696156,-17.82119100168307,31.0678612480196
417.61,medium density,single_storey,1,No,walled,established,57.14285714,30099.63571,4,1.587203363,0.634172996,3.039876182,0.250886045,-17.755174354900014,31.04229774587554
417.67,medium density,single_storey,2,No,fenced,established,57.14285714,30097.27857,3,1.562506469,0.662307438,3.019358673,0.246828485,-17.795887990588366,31.13356019672141
404.94,medium density,single_storey,1,No,fenced,established,35.71428571,20653.6,6,1.534761685,0.694244784,2.996135518,0.247447006,-17.84751160300374,31.148172070760552
417.64,medium density,single_storey,2,No,walled,established,57.14285714,30050.62857,3,1.474854256,0.76172526,2.94402863,0.270239277,-17.83933198096058,31.05394878235518
409.51,medium density,single_storey,1,No,fenced,established,57.14285714,29587.35714,4,1.449411112,0.793881509,2.92356756,0.280687104,-17.782570074650067,31.092708612901117
405.96,medium density,single_storey,2,No,fenced,relatively new,35.71428571,20667.38571,2,1.424523642,0.825396942,2.903153733,0.295572357,-17.802245927975942,31.13327149994217
414.45,medium density,single_storey,2,No,walled,relatively new,35.71428571,20967.0,3,1.400729014,0.854783011,2.883004124,0.313583258,-17.760244013397095,31.01097548474119
413.03,medium density,single_storey,1,No,walled,relatively new,35.71428571,20911.97857,3,2.306805613,0.332459099,3.748745017,0.161537561,-17.76995056234559,30.956644436748405
412.27,medium density,single_storey,1,No,fenced,relatively new,35.71428571,20822.77857,6,2.257492931,0.379108793,3.770313724,0.109051432,-17.818297877783554,31.129638268553293
1027.11,medium density,single_storey,1,No,fenced,relatively new,64.28571429,72122.96429,5,1.437615066,0.841439212,2.92653901,0.271078945,-17.801302013990917,31.052510587746948
408.98,medium density,single_storey,1,No,walled,relatively new,35.71428571,20698.82143,3,1.463623967,0.808260618,2.948920514,0.247376155,-17.848824769767752,30.989117058721295
405.0,medium density,single_storey,1,No,fenced,new,57.14285714,29232.11429,4,1.485154413,0.779438594,2.966788973,0.230878135,-17.788874858528498,31.13039577418714
405.03,medium density,single_storey,1,No,walled,new,35.71428571,20447.60714,4,1.516316705,0.743605945,2.994586206,0.207542726,-17.845346914757897,31.013431197052903
417.6,medium density,single_storey,2,No,walled,new,57.14285714,29819.74286,4,1.539677073,0.714726999,3.014516294,0.195427389,-17.789465013669318,31.101948912984934
420.92,medium density,single_storey,2,No,walled,established,35.71428571,20978.03571,3,1.590998048,0.649715743,3.056848459,0.189577839,-17.8211370112423,31.13507359193002
595.1,medium density,single_storey,1,No,walled,established,64.28571429,44192.97143,5,1.624000835,0.610413989,3.084727995,0.195012605,-17.777175942097454,31.12854751781186
415.18,medium density,single_storey,2,No,walled,established,35.71428571,20760.71429,5,1.665239232,0.566477138,3.122342985,0.198383981,-17.811843665283856,31.06893712557374
405.44,medium density,single_storey,1,No,fenced,established,57.14285714,29092.87857,4,1.671964157,0.530500385,3.106554973,0.306481809,-17.807538416024503,31.12564616139137
404.98,medium density,single_storey,1,No,fenced,established,35.71428571,20387.50714,3,1.691908451,0.504857148,3.11928929,0.336743203,-17.792811557736005,31.029318611733387
410.32,medium density,single_storey,2,No,fenced,established,57.14285714,29353.43571,4,1.702023434,0.490295682,3.1208419,0.373226517,-17.820491990555514,31.133461415589217
415.3,medium density,single_storey,2,No,walled,old,35.71428571,20734.12857,3,1.721925051,0.46917169,3.133987913,0.40138935,-17.767171632729614,31.01879103596936
422.02,medium density,single_storey,1,No,walled,old,35.71428571,20969.56429,4,1.742616726,0.449201207,3.147126757,0.219912743,-17.810790982669577,30.990507094490468
420.77,medium density,single_storey,1,No,fenced,old,35.71428571,20913.98571,5,1.754629903,0.439929045,3.152254786,0.193257442,-17.80096503149421,31.08272722361324
404.64,medium density,single_storey,1,No,walled,old,57.14285714,29001.41429,6,1.763241464,0.433560994,3.157215033,0.178074777,-17.78545348134094,31.019981020535134
415.22,medium density,single_storey,1,No,walled,old,35.71428571,20675.16429,5,1.775780165,0.425815976,3.163888323,0.155178443,-17.765519527544345,31.050094130760236
401.84,medium density,single_storey,2,No,fenced,old,35.71428571,20178.49286,5,1.796906798,0.411654144,3.17861469,0.125485715,-17.81324067637704,30.996560510073316
405.01,medium density,single_storey,2,No,fenced,established,35.71428571,20281.83571,4,1.811806228,0.409894817,3.184212955,0.097297427,-17.829610883453853,31.062067222002366
404.11,medium density,single_storey,1,No,fenced,established,35.71428571,20225.58571,3,1.831583401,0.404124488,3.196229096,0.072107434,-17.814265660031296,31.09149516389837
406.71,medium density,single_storey,2,No,fenced,established,35.71428571,20288.76429,6,1.852286437,0.40276057,3.207966026,0.056161575,-17.76272450983801,31.116866481150577
408.44,medium density,single_storey,1,No,walled,established,35.71428571,20331.14286,3,1.886782508,0.411549536,3.226043824,0.078757436,-17.84664682569028,31.08375465039119
406.17,medium density,single_storey,1,No,fenced,established,35.71428571,20247.40714,4,1.90714247,0.419552592,3.237319924,0.049619355,-17.759561602008944,31.099781416019386
408.15,medium density,single_storey,1,No,fenced,established,35.71428571,20307.70714,2,1.931417285,0.421239072,3.254776575,1.04118452,-17.82822863231723,31.085654869142388
412.03,medium density,single_storey,2,No,fenced,established,35.71428571,20426.74286,4,1.95242213,0.435322251,3.266257402,1.005890327,-17.750981115043682,31.14310341154226
413.02,medium density,single_storey,3,No,fenced,established,35.71428571,20445.13571,3,1.973030216,0.445935204,3.279347162,0.975905697,-17.770934500891528,30.981073619276867
404.47,medium density,single_storey,1,No,walled,established,35.71428571,20137.28571,4,1.998911581,0.459981037,3.296363571,0.154184759,-17.816793496317587,31.048608371150447
410.93,medium density,single_storey,2,No,fenced,established,35.71428571,20316.60714,4,2.017208349,0.476480104,3.306770151,0.267782039,-17.843954576269965,31.06725646890958
406.93,medium density,single_storey,1,No,fenced,established,35.71428571,15769.65,4,2.029285853,0.305385794,3.492824491,1.643617089,-17.78337004942176,31.144854748525773
415.65,medium density,single_storey,1,No,walled,established,35.71428571,20419.90714,4,2.056094849,0.393689504,3.366381364,0.478489342,-17.829546682539807,31.002016910020764
408.45,medium density,single_storey,1,No,walled,new,35.71428571,20105.77857,2,2.029141393,0.381518789,3.346748219,0.221585011,-17.806735370705447,30.993828728137363
416.55,medium density,single_storey,1,No,fenced,old,57.14285714,29294.92143,3,2.011984807,0.364334648,3.33768998,0.248273459,-17.808856814871266,31.144151260444946
401.77,medium density,single_storey,1,No,walled,old,35.71428571,19828.07143,3,1.991049253,0.347568256,3.32611442,0.023748722,-17.76894703252541,30.966176165237595
411.92,medium density,single_storey,1,No,fenced,old,35.71428571,20187.95714,5,1.970475286,0.3391343,3.313050778,0.035032856,-17.783262793548644,31.148327142826577
414.43,medium density,single_storey,1,No,walled,old,35.71428571,20275.03571,4,1.945189121,0.335796043,3.295852032,0.067567726,-17.846451624433005,30.991282596539428
401.96,medium density,single_storey,1,No,fenced,established,35.71428571,19818.74286,4,1.904067712,0.337768829,3.268523827,0.016267289,-17.78153184612149,31.010608580238436
408.94,medium density,single_storey,3,No,fenced,established,35.71428571,20053.25,3,1.861219761,0.349488562,3.241968444,0.083910888,-17.840138662703744,30.980759701737004
405.53,medium density,single_storey,1,No,walled,old,57.14285714,28576.82857,3,1.842410608,0.36010326,3.229627636,0.113170499,-17.759340213313084,31.050972194448708
412.28,medium density,single_storey,1,No,fenced,relatively new,35.71428571,20102.78571,3,1.828534377,0.366738518,3.224064148,0.147389488,-17.826133703148592,30.982699680756298
414.74,medium density,single_storey,2,No,fenced,relatively new,35.71428571,15746.26429,4,1.805222652,0.386594964,3.208349535,0.183399974,-17.809805041420343,31.020044606811048
405.93,medium density,single_storey,2,No,fenced,relatively new,35.71428571,19865.98571,3,1.79400849,0.397121022,3.204296851,0.213909445,-17.835053150791875,30.982387327231038
423.66,medium density,single_storey,1,No,walled,relatively new,57.14285714,29570.48571,4,1.772881848,0.419696095,3.189711877,0.246440463,-17.780734955080117,30.985398338218417
404.17,medium density,single_storey,1,No,walled,relatively new,35.71428571,19791.35,3,1.759811447,0.437131324,3.184320685,0.351815458,-17.785612519320726,31.057731161457323
